 1/ 1/1979	42D9 1PJJ -
 9/18/2022	0P46 0671 +
 9/21/2022	0PJ6 0671 +
 9/23/2022	1066 0672  
 9/24/2022	1066 0672 -
 9/26/2022	10P6 0672 -
 9/28/2022	1186 0672 -
 9/29/2022	1186 067L -
 9/30/2022	1216 067L -
10/ 2/2022	12A6 067L -
10/ 4/2022	1336 067L -
10/ 7/2022	13E6 067L -
10/ 9/2022	0J96 067L -
10/11/2022	0L26 067L  
10/13/2022	0LD6 067L  
10/16/2022	0P46 067L  
10/18/2022	0PJ6 067L  
10/21/2022	1066 067L  
10/23/2022	10P6 068D -
10/25/2022	1186 068D -
10/27/2022	1216 068D -
10/28/2022	1216 50ED -
10/30/2022	12A6 50ED  
11/ 1/2022	1336 50ED  
11/ 3/2022	13E6 50ED  
11/ 5/2022	0J96 50ED  
11/ 7/2022	0L26 50ED  
11/10/2022	0LD6 50ED  
11/12/2022	0P46 50ED  
11/15/2022	0PJ6 50ED  
11/16/2022	0PJ6 50J7  
11/17/2022	1066 50J7 +
11/19/2022	10P6 50J7 +
11/22/2022	1186 50J8  
11/24/2022	1216 50J8  
11/26/2022	12A6 50J8  
11/28/2022	1336 50J8  
11/30/2022	13E6 50J8  
12/ 2/2022	0J96 50J8  
12/ 4/2022	0L26 50J8  
12/ 7/2022	0LD6 50J8 +
12/ 9/2022	0P46 50J8 +
12/10/2022	0P46 50L4 +
12/12/2022	0PJ6 50L4 +
12/14/2022	1066 50L4 +
12/17/2022	10P6 50L4 +
12/19/2022	1186 50L4 +
12/21/2022	1216 06A4 +
12/22/2022	1216 06A5  
12/23/2022	12A6 06A5  
12/25/2022	1336 06A5  
12/27/2022	13E6 06A5  
12/29/2022	0J96 06A5  
 1/ 1/2023	0L26 06A5  
 1/ 3/2023	0LD6 06D1  
 1/ 6/2023	0P46 06D1  
 1/ 8/2023	0PJ6 06D1  
 1/11/2023	1066 06D1  
 1/13/2023	10P6 06D1  
 1/16/2023	1186 06D1  
 1/18/2023	1216 06D1  
 1/20/2023	12A6 06D2 -
 1/22/2023	1336 06D2 -
 1/24/2023	13E6 06D2 -
 1/26/2023	0J96 06D2 -
 1/27/2023	0J96 06DL -
 1/28/2023	0L26 06DL -
 1/30/2023	0LD6 06DL -
 2/ 2/2023	0P46 06DL -
 2/ 4/2023	0PJ6 06DL -
 2/ 7/2023	1066 06DL -
 2/ 9/2023	10P6 06DL -
 2/11/2023	10P6 06DL  
 2/12/2023	1186 06DL  
 2/14/2023	1216 06DL  
 2/16/2023	12A6 06DL  
 2/18/2023	1336 06DL  
 2/19/2023	1336 06DP -
 2/20/2023	13E6 063D -
 2/22/2023	0J96 063D -
 2/24/2023	0L26 063D -
 2/27/2023	0LD6 063D -
 3/ 1/2023	0P46 063D -
 3/ 3/2023	0P46 063D  
 3/ 4/2023	0PJ6 063D  
 3/ 6/2023	1066 063D  
 3/ 8/2023	1067 063D  
 3/ 9/2023	10P7 063D  
 3/11/2023	1187 063D  
 3/13/2023	1217 063D  
 3/16/2023	12A7 063D  
 3/17/2023	12A7 0647  
 3/18/2023	1337 0647  
 3/19/2023	1337 0647 +
 3/20/2023	13E7 0647 +
 3/21/2023	13E7 063E  
 3/22/2023	0J97 063E  
 3/24/2023	0L27 063E  
 3/25/2023	14L7 063E  
 3/26/2023	1577 063E  
 3/28/2023	1607 063E  
 3/31/2023	1697 063E  
 4/ 2/2023	1727 063E  
 4/ 4/2023	1727 063E +
 4/ 5/2023	17D7 063E +
 4/ 7/2023	1847 063E +
 4/10/2023	18J7 063E +
 4/11/2023	18J7 0648 +
 4/12/2023	1967 0648 +
 4/14/2023	19P7 0648 +
 4/16/2023	1A87 0648 +
 4/18/2023	1457 0648 +
 4/20/2023	14L7 0649  
 4/22/2023	1577 0649  
 4/25/2023	1607 0649  
 4/27/2023	1697 0649  
 4/30/2023	1727 0649  
 5/ 2/2023	17D7 0649  
 5/ 5/2023	1847 0649  
 5/ 7/2023	18J7 0649  
 5/ 8/2023	18J7 0655  
 5/ 9/2023	1967 0655  
 5/11/2023	19P7 0655  
 5/13/2023	1A87 0655  
 5/15/2023	1457 0655  
 5/17/2023	1457 0J15  
 5/18/2023	14L7 0J15  
 5/20/2023	1577 0J15  
 5/21/2023	1E37 0J16 -
 5/22/2023	1EE7 0J16 -
 5/25/2023	1J57 0J16 -
 5/27/2023	1JL7 0J16 -
 5/30/2023	1L77 0J16 -
 6/ 1/2023	1P07 0J16 -
 6/ 3/2023	1P97 0J16 -
 6/ 5/2023	2027 0J16 -
 6/ 6/2023	2027 0J22 -
 6/ 7/2023	20D7 0J22 -
 6/ 9/2023	2147 0J22 -
 6/11/2023	2147 0J22  
 6/12/2023	1D17 0J22  
 6/14/2023	1DA7 0J22  
 6/16/2023	1E37 0J22  
 6/18/2023	1EE7 0J22  
 6/21/2023	1J57 0J22  
 6/22/2023	1J57 0J23 -
 6/23/2023	1JL7 0J23 -
 6/26/2023	1L77 0J23 -
 6/27/2023	1L77 0J23  
 6/28/2023	1P07 0J23  
 7/ 1/2023	1P97 0J23  
 7/ 3/2023	2027 0J23  
 7/ 5/2023	20D7 0J23  
 7/ 7/2023	2147 0J23  
 7/ 9/2023	1D17 0J23  
 7/10/2023	21J7 0J23  
 7/11/2023	2267 0J23 +
 7/13/2023	22P7 0J23 +
 7/16/2023	2387 0J23 +
 7/18/2023	2417 0J23 +
 7/21/2023	24A7 0J23 +
 7/23/2023	2537 0J24  
 7/26/2023	25E7 0J24  
 7/28/2023	2657 0J24  
 7/29/2023	2657 0J24 +
 7/30/2023	26L7 0J24 +
 8/ 1/2023	2777 0J24 +
 8/ 3/2023	2807 0J24 +
 8/ 5/2023	21J7 0J24 +
 8/ 7/2023	2267 0J24 +
 8/10/2023	22P7 0J24 +
 8/12/2023	2387 0J24 +
 8/14/2023	2417 0J24 +
 8/17/2023	24A7 0J24 +
 8/19/2023	2537 0J24 +
 8/22/2023	25E7 0J24 +
 8/23/2023	25E7 0J25  
 8/24/2023	2657 0J25  
 8/27/2023	26L7 0J25  
 8/28/2023	2JA7 0J25  
 8/29/2023	2L37 0J25  
 8/31/2023	2LE7 0J25  
 9/ 2/2023	2897 0J25  
 9/ 4/2023	2927 0J25  
 9/ 6/2023	29D7 0J25  
 9/ 8/2023	2A47 0J25  
 9/11/2023	2AJ7 0J25  
 9/13/2023	2D67 0J25  
 9/16/2023	2DP7 0J25  
 9/18/2023	2E87 0J25  
 9/21/2023	2J17 0J25  
 9/23/2023	2JA7 0J26 -
 9/25/2023	2L37 0J26 -
 9/27/2023	2LE7 0J26 -
 9/29/2023	2897 0J26 -
10/ 1/2023	2927 0J26 -
10/ 3/2023	29D7 0J26 -
10/ 5/2023	29D7 0J26  
10/ 6/2023	2A47 0J26  
10/ 8/2023	2AJ7 0J26  
10/ 9/2023	2AJ7 0J32  
10/11/2023	2D67 0J32  
10/12/2023	3227 0J32  
10/13/2023	32D7 0J32  
10/15/2023	3347 0J32  
10/18/2023	33J7 0J32  
10/20/2023	3467 0J32  
10/22/2023	34P7 0J32 +
10/24/2023	3587 0J33  
10/26/2023	2P57 0J33  
10/28/2023	2PL7 0J33  
10/31/2023	3077 0J33  
11/ 2/2023	3107 0J33  
11/ 4/2023	3197 0J33  
11/ 7/2023	3227 0J33  
11/ 8/2023	3227 0J3P  
11/ 9/2023	32D7 0J3P  
11/10/2023	32D7 0J3P +
11/12/2023	3347 0J3P +
11/14/2023	33J7 0J3P +
11/16/2023	3467 0J3P +
11/18/2023	34P7 0J3P +
11/21/2023	3587 0J3P +
11/23/2023	2P57 0J40  
11/24/2023	3617 0J40  
11/25/2023	36A7 0J40  
11/27/2023	3737 0J40  
11/29/2023	37E7 0J40  
12/ 2/2023	3857 0J40 +
12/ 4/2023	38L7 0J40 +
12/ 5/2023	38L7 0J4E +
12/ 7/2023	3977 0J4E +
12/ 9/2023	3A07 0J4E +
12/11/2023	3A97 0J4E +
12/14/2023	3D27 0J4E +
12/16/2023	3DD7 0J4E +
12/18/2023	3E47 0J4E +
12/20/2023	3617 0J4E +
12/22/2023	36A7 0J4J  
12/23/2023	36A7 0J4J -
12/24/2023	3737 0J4J -
12/27/2023	37E7 0J4J -
12/29/2023	3857 0J4J -
12/30/2023	3857 0J59 -
12/31/2023	38L7 0J59 -
 1/ 3/2024	3977 0J59 -
 1/ 5/2024	4037 0J59 -
 1/ 6/2024	40E7 0J59 -
 1/ 8/2024	4157 0J59 -
 1/10/2024	41L7 0J59 -
 1/12/2024	4277 0J59 -
 1/14/2024	4307 0J59  
 1/16/2024	3EJ7 0J59  
 1/18/2024	3J67 0J59  
 1/21/2024	3JP7 0J5A -
 1/23/2024	3L87 0J66 -
 1/25/2024	3P17 0J66 -
 1/28/2024	3PA7 0J66 -
 1/30/2024	4037 0J66 -
 2/ 2/2024	40E7 0J66 -
 2/ 4/2024	4157 0J66 -
 2/ 5/2024	4157 0J66  
 2/ 7/2024	41L7 0J66  
 2/ 9/2024	4277 0J66  
 2/11/2024	4307 0J66  
 2/13/2024	4397 0J66  
 2/15/2024	4427 0J66  
 2/17/2024	44D7 0J72  
 2/19/2024	4547 0J73 -
 2/22/2024	45J7 0J73 -
 2/23/2024	45J7 0J73  
 2/24/2024	4667 0J73  
 2/27/2024	46P7 0J73  
 2/29/2024	4787 0J73  
 3/ 3/2024	4817 0J73  
 3/ 5/2024	48A7 0J73  
 3/ 7/2024	4937 0J73  
 3/ 9/2024	49E7 0J73  
 3/10/2024	49E7 0J73 +
 3/11/2024	4397 0J73 +
 3/12/2024	4397 0J7P +
 3/13/2024	4427 0J7P +
 3/15/2024	44D7 0J7P +
 3/17/2024	4547 0J7P +
 3/20/2024	45J7 0J74  
 3/22/2024	4667 0J74  
 3/23/2024	4J27 0J74  
 3/25/2024	4JD7 0J74  
 3/27/2024	4L47 0J74  
 3/30/2024	4LJ7 0J74  
 4/ 1/2024	4P67 0J74  
 4/ 3/2024	4PP7 0J74  
 4/ 5/2024	5087 0EP0  
 4/ 7/2024	4A57 0EP0  
 4/ 9/2024	4AL7 0EP0  
 4/12/2024	4D77 0EP0  
 4/14/2024	4E07 0EP0  
 4/16/2024	4E97 0EP0  
 4/19/2024	4J27 0EP0  
 4/20/2024	4J27 0EP1 -
 4/21/2024	4JD7 0EP1 -
 4/24/2024	4L47 0EP1 -
 4/26/2024	4LJ7 0EP1 -
 4/28/2024	4P67 0EP1 -
 4/29/2024	4P67 0EPJ -
 5/ 1/2024	05D7 0EPJ -
 5/ 3/2024	0647 0EPJ -
 5/ 5/2024	0017 0EPJ -
 5/ 7/2024	00A7 0EPJ -
 5/ 9/2024	0137 0EPJ -
 5/11/2024	01E7 0EPJ -
 5/13/2024	0257 0EPJ -
 5/16/2024	02L7 0EPJ  
 5/18/2024	0377 0EPJ  
 5/21/2024	0407 0EPL -
 5/23/2024	0497 0EPL -
 5/24/2024	0497 0J0A -
 5/26/2024	0527 13EA -
 5/28/2024	05D7 13EA -
 5/30/2024	0647 13EA -
 6/ 1/2024	0017 13EA -
 6/ 3/2024	00A7 13EA  
 6/ 5/2024	0137 13EA  
 6/ 8/2024	01E7 13EA  
 6/ 9/2024	0887 13EA  
 6/10/2024	0917 13EA  
 6/12/2024	09A7 13EA  
 6/15/2024	0A37 13EA  
 6/17/2024	0AE7 13J6 +
 6/20/2024	0D57 13J6 +
 6/21/2024	0D57 13J7  
 6/22/2024	0DL7 13J7  
 6/24/2024	0E77 13J7  
 6/26/2024	0J07 13J7  
 6/28/2024	06J7 13J7  
 7/ 1/2024	0767 13J7  
 7/ 3/2024	07P7 13J7 +
 7/ 5/2024	0887 13J7 +
 7/ 7/2024	0917 13J7 +
 7/10/2024	09A7 13J7 +
 7/12/2024	0A37 13L3 +
 7/15/2024	0AE7 13L3 +
 7/17/2024	0D57 13L3 +
 7/19/2024	0DL7 13L3 +
 7/21/2024	1337 13L3 +
 7/22/2024	1337 13L4  
 7/24/2024	13E7 13L4  
 7/26/2024	0J97 13L4 +
 7/28/2024	0L27 13L4 +
 7/30/2024	0LD7 13L4 +
 8/ 1/2024	0P47 13L4 +
 8/ 3/2024	0PJ7 13L4 +
 8/ 5/2024	0PJ7 13P0 +
 8/ 6/2024	1067 13P0 +
 8/ 8/2024	10P7 13P0 +
 8/11/2024	1187 13P0 +
 8/13/2024	1217 13P0 +
 8/15/2024	1217 13P0  
 8/16/2024	12A7 13P0  
 8/18/2024	1337 13P0  
 8/20/2024	13E7 13P0  
 8/22/2024	0J97 13P0  
 8/23/2024	0J97 13P1 -
 8/24/2024	0L27 13P1 -
 8/26/2024	0LD7 13P1 -
 8/28/2024	0P47 13P1 -
 8/30/2024	0P47 13PJ -
 8/31/2024	0PJ7 13PJ -
 9/ 2/2024	1067 13PJ -
 9/ 5/2024	17D7 13PJ -
 9/ 7/2024	1847 13PJ -
 9/ 9/2024	1847 13PJ  
 9/10/2024	18J7 13PJ  
 9/12/2024	1967 13PJ  
 9/14/2024	19P7 13PJ  
 9/16/2024	1A87 13PJ  
 9/18/2024	1457 13PJ  
 9/20/2024	14L7 13PJ  
 9/22/2024	1577 13PJ  
 9/23/2024	1577 140A -
 9/25/2024	1607 140A -
 9/26/2024	1607 140A  
 9/27/2024	1697 140A  
 9/29/2024	1727 140A  
10/ 2/2024	17D7 140A  
10/ 4/2024	1847 140A  
10/ 7/2024	18J7 140A  
10/ 9/2024	1967 140A  
10/12/2024	19P7 140A  
10/14/2024	1A87 140A +
10/16/2024	1457 140A +
10/18/2024	14L7 1416 +
10/20/2024	1577 1416 +
10/22/2024	1607 1416 +
10/23/2024	1607 1417  
10/24/2024	1697 1417  
10/27/2024	1727 1417  
10/29/2024	17D7 1417  
11/ 1/2024	1847 1417  
11/ 3/2024	18J7 1417 +
11/ 4/2024	1P97 1417 +
11/ 6/2024	2027 1417 +
11/ 8/2024	20D7 1417 +
11/10/2024	2147 1417 +
11/12/2024	1D17 1423 +
11/14/2024	1DA7 1423 +
11/16/2024	1E37 1423 +
11/18/2024	1EE7 1423 +
11/21/2024	1J57 1423 +
11/22/2024	1J57 1424  
11/23/2024	1JL7 1424  
11/25/2024	1L77 1424  
11/28/2024	1P07 1424  
11/30/2024	1P97 1424  
12/ 3/2024	2027 1424  
12/ 5/2024	20D7 1424  
12/ 7/2024	2147 1430  
12/10/2024	1D17 1430  
12/12/2024	1DA7 1430  
12/14/2024	1E37 1430  
12/16/2024	1EE7 1430  
12/18/2024	1J57 1430  
12/20/2024	1JL7 1430  
12/21/2024	1JL7 1431 -
12/23/2024	1L77 1431 -
12/25/2024	1P07 1431 -
12/28/2024	1P97 1431 -
12/30/2024	2027 1431 -
 1/ 1/2025	20D7 1431 -
 1/ 3/2025	20D7 143J -
 1/ 4/2025	2147 143J -
 1/ 6/2025	1457 143J -
 1/ 8/2025	14L7 143J  
 1/10/2025	1577 143J  
 1/12/2025	1607 143J  
 1/14/2025	1697 143J  
 1/17/2025	1727 143J  
 1/19/2025	17D7 143J  
 1/20/2025	17D7 143L -
 1/22/2025	1847 143L -
 1/24/2025	18J7 143L -
 1/27/2025	1967 143L -
 1/28/2025	1967 143L  
 1/29/2025	19P7 143L  
 1/31/2025	1A87 143L  
 2/ 2/2025	1457 143L  
 2/ 4/2025	14L7 13DA  
 2/ 6/2025	1577 13DA  
 2/ 8/2025	1607 13DA  
 2/11/2025	1697 13DA  
 2/13/2025	1727 13DA  
 2/15/2025	17D7 13DA +
 2/18/2025	1847 13DD  
 2/21/2025	18J7 13DD  
 2/23/2025	1967 13DD  
 2/25/2025	19P7 13DD  
 2/27/2025	1A87 13DD  
 3/ 1/2025	1457 13DD  
 3/ 3/2025	14L7 13DD +
 3/ 6/2025	1577 13DD +
 3/ 8/2025	1607 13DD +
 3/10/2025	1697 13DD +
 3/12/2025	1727 13DD +
 3/15/2025	17D7 13DD +
 3/17/2025	1847 13DD +
 3/20/2025	18J7 13D0  
 3/22/2025	1967 13D0  
 3/25/2025	19P7 13D0  
 3/27/2025	1A87 1434  
 3/29/2025	1457 1434  
 3/30/2025	1457 0L04 -
 3/31/2025	14L7 0L04 -
 4/ 2/2025	1577 0L04 -
 4/ 4/2025	1607 0L04 -
 4/ 6/2025	1697 0L04 -
 4/ 9/2025	1727 0L04 -
 4/11/2025	17D7 0L04 -
 4/14/2025	1847 0L04 -
 4/16/2025	18J7 0L04  
 4/18/2025	1P97 0L04  
 4/19/2025	2027 0L04  
 4/20/2025	2027 0L05 -
 4/21/2025	20D7 0L05 -
 4/23/2025	2147 0L05 -
 4/25/2025	1D17 0L05 -
 4/27/2025	1DA7 0L05 -
 4/29/2025	1E37 0L05 -
 5/ 1/2025	1EE7 0J81 -
 5/ 3/2025	1J57 0J81 -
 5/ 6/2025	1JL7 0J81 -
 5/ 8/2025	1L77 0J81 -
 5/11/2025	1P07 0J81  
 5/13/2025	1P97 0J81  
 5/16/2025	2027 0J81  
 5/18/2025	20D7 0J81  
 5/21/2025	2147 0J82 -
 5/23/2025	1D17 0J82 -
 5/25/2025	1D9E 0J82 -
 5/26/2025	1D9E 0J82  
 5/27/2025	1E2E 0J82  
 5/29/2025	1EDE 0J82  
 5/31/2025	1J4E 0J82  
 6/ 2/2025	1JJE 0J82  
 6/ 5/2025	1L6E 0J82  
 6/ 6/2025	1L6E 0J8L  
 6/ 7/2025	1LPE 0J8L  
 6/ 9/2025	1LPE 0J8L +
 6/10/2025	1P8E 144L +
 6/12/2025	201E 144L +
 6/14/2025	20AE 144L +
 6/17/2025	27PE 144L +
 6/19/2025	21EE 144L +
 6/21/2025	225E 144P  
 6/23/2025	22LE 144P  
 6/25/2025	237E 144P  
 6/27/2025	240E 144P +
 6/29/2025	249E 144P +
 7/ 2/2025	252E 144P +
 7/ 4/2025	25DE 144P +
 7/ 5/2025	25DE 145D +
 7/ 7/2025	2658 145D +
 7/ 9/2025	26L8 145D +
 7/12/2025	2778 145D +
 7/14/2025	2808 145D +
 7/16/2025	21J8 145D +
 7/18/2025	2268 145D +
 7/20/2025	22P8 145D +
 7/23/2025	2388 145E  
 7/25/2025	2418 145E  
 7/27/2025	24A8 145E  
 7/29/2025	2538 145E  
 7/31/2025	2538 1468  
 8/ 1/2025	25E8 1468  
 8/ 3/2025	2658 1468  
 8/ 6/2025	26L8 1468  
 8/ 7/2025	2JA8 1468  
 8/ 8/2025	2L38 1468  
 8/10/2025	2LE8 1468  
 8/12/2025	2898 1468  
 8/15/2025	2928 1468  
 8/17/2025	29D8 1468  
 8/19/2025	2A48 1468  
 8/21/2025	2AJ8 1468  
 8/23/2025	2D68 1469 -
 8/26/2025	2DP8 1475 -
 8/28/2025	2E88 1475 -
 8/31/2025	2J18 1475 -
 9/ 1/2025	2J23 1475 -
 9/ 2/2025	2JD3 1475 -
 9/ 3/2025	2JD3 1475  
 9/ 4/2025	2L43 1475  
 9/ 7/2025	2LJ3 1475  
 9/ 9/2025	28A3 1475  
 9/11/2025	2933 1475  
 9/13/2025	29E3 1475  
 9/15/2025	2A53 1475  
 9/17/2025	2AL3 1475  
 9/18/2025	2AL3 1475 +
 9/20/2025	2D73 1481 +
 9/22/2025	32E3 1481 +
 9/23/2025	32E3 1482  
 9/24/2025	3353 1482  
 9/27/2025	33L3 1482  
 9/29/2025	3473 1482  
10/ 2/2025	3503 1482  
10/ 4/2025	3593 1482  
10/ 6/2025	2P63 1482  
10/ 7/2025	2P63 1482 +
10/ 8/2025	2PP3 1482 +
10/10/2025	3083 1482 +
10/12/2025	3113 1482 +
10/14/2025	31A3 148L +
10/17/2025	3233 148L +
10/19/2025	32E3 148L +
10/22/2025	3353 1ADL +
10/23/2025	3353 1ADP  
10/24/2025	33L3 1ADP  
10/27/2025	3473 1ADP  
10/29/2025	3503 1ADP +
10/31/2025	3593 1ADP +
11/ 3/2025	2P63 1ADP +
11/ 5/2025	36D3 1ADP +
11/ 7/2025	3743 1AED +
11/ 8/2025	3737 1AED +
11/ 9/2025	37E7 1AED +
11/11/2025	3857 1AED +
11/13/2025	38L7 1AED +
11/15/2025	3977 1AED +
11/18/2025	3A07 1AED +
11/19/2025	3A07 1AED  
11/20/2025	3A97 1AED  
11/22/2025	3A97 1AEE -
11/23/2025	3D27 1AEE -
11/25/2025	3DD7 1AEE -
11/28/2025	3E47 1AEE -
11/30/2025	3617 1AEE -
12/ 1/2025	3617 1AJ8 -
12/ 2/2025	36A7 1AJ8 -
12/ 4/2025	3737 1AJ8 -
12/ 6/2025	37E7 1AJ8 -
12/ 8/2025	3857 1AJ8 -
12/10/2025	38L7 1AJ8 -
12/12/2025	38L7 1AJ8  
12/13/2025	3977 1AJ8  
12/15/2025	40E7 1AJ8  
12/18/2025	4157 1AJ8  
12/20/2025	41L7 1AJ8  
12/22/2025	41L7 1AJ9 -
12/23/2025	4277 1AJ9 -
12/25/2025	4307 1AL5 -
12/27/2025	3EJ7 1AL5 -
12/29/2025	3J67 1AL5 -
 1/ 1/2026	3JP7 1AL5 -
 1/ 2/2026	3JP7 1AL5  
 1/ 3/2026	3L87 1AL5  
 1/ 5/2026	3P17 1AL5  
 1/ 7/2026	3PA7 1AL5  
 1/ 9/2026	4037 1AL5  
 1/11/2026	40E7 1AL5  
 1/14/2026	4157 1AL5  
 1/16/2026	41L7 1AL5  
 1/18/2026	41L7 1AP1  
 1/19/2026	4277 1AP1  
 1/20/2026	4277 1AP2 -
 1/21/2026	4307 1AP2  
 1/23/2026	49E7 1AP2  
 1/24/2026	4397 1AP2  
 1/26/2026	4427 1AP2  
 1/27/2026	4427 14E2  
 1/28/2026	44D7 14E2  
 1/30/2026	4547 14E2  
 2/ 1/2026	45J7 14E2  
 2/ 3/2026	4667 14E2  
 2/ 5/2026	46P7 14E2  
 2/ 7/2026	46P7 14E2 +
 2/ 8/2026	4787 14E2 +
 2/10/2026	4817 14EL +
 2/13/2026	48A7 14EL +
 2/14/2026	489E 14EL +
 2/15/2026	492E 14EL +
 2/18/2026	49DE 14EL +
 2/19/2026	49DE 14EP  
 2/20/2026	438E 14EP  
 2/22/2026	441E 14EP  
 2/24/2026	44AE 14EP  
 2/26/2026	453E 14EP  
 2/28/2026	45EE 14EP  
 3/ 3/2026	4J1E 14EP  
 3/ 5/2026	4JAE 14EP  
 3/ 6/2026	4JAE 144D  
 3/ 7/2026	4L3E 144D  
 3/10/2026	4LEE 144D  
 3/12/2026	4P5E 144D  
 3/15/2026	4PLE 144D  
 3/17/2026	507E 144D  
 3/19/2026	4A4E 144D  
 3/21/2026	4AJE 1440 -
 3/23/2026	4D6E 1440 -
 3/25/2026	4DPE 1440 -
 3/28/2026	4E8E 1440 -
 3/30/2026	4J1E 1440 -
 3/31/2026	4J1E 144E -
 4/ 1/2026	4JAE 144E -
 4/ 4/2026	4L3E 144E -
 4/ 6/2026	4LEE 144E -
 4/ 9/2026	4P5E 144E -
 4/10/2026	051E 144E -
 4/11/2026	05AE 144E -
 4/13/2026	063E 144E -
 4/15/2026	063E 144E  
 4/16/2026	000E 144E  
 4/18/2026	009E 144E  
 4/20/2026	012E 144J -
 4/22/2026	01DE 144J -
 4/24/2026	024E 1459 -
 4/26/2026	02L8 1459 -
 4/28/2026	0378 1459 -
 5/ 1/2026	0408 1459 -
 5/ 3/2026	0498 1459  
 5/ 6/2026	0528 1459  
 5/ 8/2026	05D8 1459  
 5/11/2026	0648 1459  
 5/13/2026	0018 1459  
 5/15/2026	00A8 1459  
 5/17/2026	0138 1459 +
 5/19/2026	0888 1465 +
 5/21/2026	0918 1466  
 5/23/2026	09A8 1466  
 5/26/2026	0A38 1466  
 5/28/2026	0AE8 1466  
 5/31/2026	0D58 1466  
 6/ 1/2026	0D58 1466 +
 6/ 2/2026	0DL8 1466 +
 6/ 5/2026	0E78 1466 +
 6/ 7/2026	0J08 1466 +
 6/ 9/2026	06J8 1466 +
 6/12/2026	0768 1466 +
 6/13/2026	0768 1472 +
 6/14/2026	07P8 1472 +
 6/16/2026	0888 1472 +
 6/18/2026	0918 1472 +
 6/20/2026	09A8 1472 +
 6/21/2026	09A8 1473  
 6/22/2026	0A38 1473  
 6/24/2026	0AE8 1473  
 6/27/2026	0D58 1473  
 6/29/2026	12A8 1473  
 6/30/2026	12A8 1D33  
 7/ 2/2026	1338 1D33  
 7/ 4/2026	13E8 1D33  
 7/ 7/2026	0J98 1D33  
 7/ 9/2026	0L28 1D33  
 7/10/2026	0L28 1D3P  
 7/11/2026	0LD8 1D3P  
 7/13/2026	0P48 1D3P  
 7/15/2026	0PJ8 1D3P  
 7/17/2026	1068 1D3P  
 7/19/2026	10P8 1D3P  
 7/22/2026	1188 1D3P  
 7/23/2026	1188 1D40 -
 7/24/2026	1218 1D40 -
 7/27/2026	12A8 1D40 -
 7/29/2026	1338 1D40 -
 8/ 1/2026	13E8 1D40 -
 8/ 3/2026	0J98 1D40 -
 8/ 5/2026	0L28 1D40 -
 8/ 7/2026	0LD8 1D4E -
 8/ 9/2026	0P48 1D4E -
 8/10/2026	0P48 1D4E  
 8/11/2026	1698 1D4E  
 8/13/2026	1728 1D4E  
 8/16/2026	17D8 1D4E  
 8/18/2026	1848 1D4E  
 8/20/2026	18J8 1D4E  
 8/23/2026	1968 1D4J -
 8/25/2026	19P8 1D4J  
 8/28/2026	1A88 1D4J  
 8/30/2026	1458 1D4J  
 9/ 1/2026	14L8 1D4J  
 9/ 3/2026	1578 1D4J  
 9/ 6/2026	1608 1D4J  
 9/ 8/2026	1698 1D4J  
 9/10/2026	1728 1D59  
 9/11/2026	1728 1D59 +
 9/12/2026	17D8 1D59 +
 9/14/2026	1848 1D59 +
 9/17/2026	18J8 1D59 +
 9/19/2026	1968 1D59 +
 9/22/2026	19P8 1D59 +
 9/23/2026	19P8 1D5A  
 9/24/2026	1A88 1D5A  
 9/26/2026	1458 1D5A  
 9/28/2026	1D18 1D5A  
 9/29/2026	1DA8 1D5A  
 9/30/2026	1DA8 1D5A +
10/ 1/2026	1E38 1D5A +
10/ 3/2026	1EE8 1D5A +
10/ 5/2026	1J58 1D5A +
10/ 7/2026	1JL8 1D5A +
10/ 9/2026	1L78 1D5A +
10/12/2026	1P08 1D5A +
10/14/2026	1P98 1D5A +
10/17/2026	2028 1D5A +
10/19/2026	20D8 1D5A +
10/22/2026	2148 1D5A +
10/23/2026	2148 1D5D  
10/24/2026	1D18 1D5D  
10/25/2026	1D18 1D4P  
10/26/2026	1DA8 1D4P  
10/28/2026	1E38 1D4P  
10/30/2026	1EE8 1D4P  
11/ 1/2026	1J58 1D4P  
11/ 3/2026	1JL8 1D4P  
11/ 6/2026	1L78 1D4P  
11/ 8/2026	1P08 1D4P  
11/10/2026	1P98 1D4P  
11/13/2026	2028 1D4P  
11/15/2026	20D8 1D4P  
11/18/2026	2148 1D4P  
11/20/2026	1D18 1D4P  
11/22/2026	1DA8 1D50 -
11/24/2026	1E38 1D50 -
11/26/2026	2388 1D50 -
11/28/2026	2418 1D50 -
12/ 1/2026	24A8 1D50 -
12/ 3/2026	2538 1D50 -
12/ 4/2026	2538 1D5E -
12/ 5/2026	25E8 1D5E -
12/ 6/2026	25E8 1D5E  
12/ 8/2026	2658 1D5E  
12/10/2026	26L8 1D5E  
12/13/2026	2778 1D5E  
12/15/2026	2808 1D5E  
12/18/2026	21J8 1D5E  
12/20/2026	2268 1D5E  
12/22/2026	22P8 1D5J -
12/24/2026	2388 1D5J -
12/26/2026	2418 1D5J  
12/28/2026	24A8 1D5J  
12/30/2026	2538 1D5J  
 1/ 1/2027	25E8 1D5J  
 1/ 4/2027	2658 1D5J  
 1/ 6/2027	26L8 1D5J  
 1/ 7/2027	26L8 1D69  
 1/ 9/2027	2778 1D69  
 1/11/2027	2808 1D69  
 1/13/2027	2808 1D69 +
 1/14/2027	21J8 1D69 +
 1/16/2027	2268 1D69 +
